city_id,city
1674,Stevens Point
1675,Northwood
1676,Zebulon
1677,Inver Grove Heights
1678,Palmdale
1679,Lenoir
1680,Du Quoin
1681,Rolling Prairie
1682,East Aurora
1683,Lexington Park
1684,Jefferson
1685,Jonesborough
1686,South San Francisco
1687,Howell
1688,Lynden
1689,Happy Valley
1690,Apple Valley
1691,De Pere
1692,Plainwell
1693,Overland Park
1694,Meridian
1695,Navarre
1696,La Grande
1697,Burton
1698,Anoka
1699,Fairmount
1700,Winston
1701,Winters
1702,Philipsburg
1703,Ripon
1704,Amory
1705,Scituate
1706,Wickenburg
1707,Mesquite
1708,Des Plaines
1709,Mobile
1710,Checotah
1711,East Lansing
1712,Spring Hill
1713,Becker
1714,Raeford
1715,Wharton
1716,Pittsboro
1717,Wellsville
1718,Burleson
1719,Folsom
1720,Delray Beach
1721,Many
1722,Cedar Knolls
1723,Ferdinand
1724,Durham
1725,Royston
1726,Deerfield Beach
1727,Aztec
1728,East Chicago
1729,Ladson
1730,Elko
1731,Bath
1732,Walsenburg
1733,Chino Valley
1734,Hyde Park
1735,Milaca
1736,Odenton
1737,Naperville
1738,Painesville
1739,Scotts Valley
1740,Tuskegee
1741,Fergus Falls
1742,Meeker
1743,Oakton
1744,Anacortes
1745,Fallon
1746,Jim Thorpe
1747,Grayslake
1748,Port Arthur
1749,Clinton
1750,Roy
1751,Collegeville
1752,Surprise
1753,Oakridge
1754,Douglasville
1755,Lamont
1756,Fort Wayne
1757,Fort Atkinson
1758,Welch
1759,Crossville
1760,Grand Bay
1761,Memphis
1762,Johnstown
1763,Shelbyville
1764,Killeen
1765,Oshkosh
1766,White Hall
1767,Klamath Falls
1768,Eatonville
1769,Calhan
1770,Eielson Afb
1771,Hope Mills
1772,La Vista
1773,Bremerton
1774,Rancho Cucamonga
1775,Bladenboro
1776,Maumelle
1777,Edmonton
1778,Coeur d'Alene
1779,Brookline
1780,Whitsett
1781,Harvey
1782,Benton Harbor
1783,Penitas
1784,Conway
1785,Mount Orab
1786,Jamaica
1787,Philippi
1788,Riesel
1789,Melville
1790,Horsham
1791,Bishopville
1792,Magna
1793,Yonkers
1794,Brazoria
1795,Theodore
1796,Broken Bow
1797,Brookneal
1798,Menasha
1799,Clackamas
1800,Camp Verde
1801,Fernandina Beach
1802,Edison
1803,West Nyack
1804,Willits
1805,West Point
1806,Greenfield
1807,Honolulu
1808,Energy
1809,Grove City
1810,East Wareham
1811,Irving
1812,Redding
1813,Bowie
1814,Fenton
1815,Norwich
1816,Culpeper
1817,North Reading
1818,South Lyon
1819,North Augusta
1820,Conroe
1821,Bethlehem
1822,Inglewood
1823,Centralia
1824,Commack
1825,Bloomsburg
1826,Rockport
1827,Zephyrhills
1828,Houston
1829,Lewistown
1830,Painted Post
1831,Havertown
1832,Marlborough
1833,Maple Grove
1834,Granbury
1835,Burnsville
1836,Terra Alta
1837,Yucca Valley
1838,Lee
1839,Dover Plains
1840,Virginia Beach
1841,Eagle River
1842,Gloversville
1843,Cranston
1844,Thousand Oaks
1845,Sioux Falls
1846,Orange
1847,Old Fort
1848,Santa Clarita
1849,Brooklyn
1850,Platte City
1851,Highland
1852,Newport News
1853,Spanish Fort
1854,Pearl
1855,Oak Ridge
1856,Ponte Vedra Beach
1857,Hayden
1858,Chesapeake
1859,Whitney Point
1860,Belton
1861,Owosso
1862,Harmony
1863,Carlisle
1864,John Day
1865,Kemah
1866,Bloomington
1867,Mannford
1868,Harwood Heights
1869,Tigerville
1870,Brandon
1871,Poughkeepsie
1872,Mitchell
1873,Flemington
1874,San Dimas
1875,Pocahontas
1876,Amite
1877,Morgan City
1878,Montebello
1879,Havre de Grace
1880,Eastlake
1881,Salina
1882,North Charleston
1883,Okeechobee
1884,Stanford
1885,Baxter Springs
1886,Tecumseh
1887,Gretna
1888,Moundsville
1889,Kƒ´hei
1890,Lancaster
1891,Zachary
1892,Greenbrier
1893,Calimesa
1894,Montevideo
1895,Wooster
1896,Omaha
1897,El Cerrito
1898,Avon
1899,Coachella
1900,Severna Park
1901,Southampton
1902,Keeseville
1903,Cody
1904,Marathon
1905,Rincon
1906,Randallstown
1907,Chelmsford
1908,Madison Heights
1909,Delaware
1910,Carlyle
1911,Kittanning
1912,Severn
1913,Tupelo
1914,Allison Park
1915,Mansfield
1916,Chicopee
1917,Kelso
1918,Newhall
1919,Barbourville
1920,Colfax
1921,West Boylston
1922,Waterford
1923,Orange City
1924,Thorntown
1925,Kingdom City
1926,Benicia
1927,Cut Off
1928,Proctorville
1929,Landrum
1930,Casa Grande
1931,Dolton
1932,Puyallup
1933,Xenia
1934,Downers Grove
1935,Lake Oswego
1936,Pelahatchie
1937,Cerritos
1938,Ocean City
1939,Sylvania
1940,Springfield
1941,Redlands
1942,Beltsville
1943,North Fort Myers
1944,Billings
1945,Kannapolis
1946,Leander
1947,Panama City
1948,Brush
1949,Sylvester
1950,Pleasantville
1951,Kennett
1952,Sikeston
1953,Lapeer
1954,Tripoli
1955,Beardstown
1956,West Jordan
1957,Villa Rica
1958,Waite Park
1959,Custer
1960,Savannah
1961,Moorestown
1962,Georgetown
1963,Merritt Island
1964,Cumberland Furnace
1965,Olive Branch
1966,Modesto
1967,Schaumburg
1968,Oyster Bay
1969,Grand Prairie
1970,Kyle
1971,Bogalusa
1972,Gardena
1973,Fort Morgan
1974,Solana Beach
1975,Elkhart
1976,Greenup
1977,Red Bay
1978,Clanton
1979,Argos
1980,De Soto
1981,Greeneville
1982,Lecanto
1983,Piedmont
1984,Lakewood
1985,West Mifflin
1986,Edinburg
1987,Pahrump
1988,Kingsland
1989,Miami Beach
1990,Oskaloosa
1991,Middletown
1992,Victor
1993,Hays
1994,New Martinsville
1995,Union
1996,Brandenburg
1997,Linton
1998,Cicero
1999,Dearborn Heights
2000,Tarentum
2001,Kenton
2002,La Grange
2003,Campbellsville
2004,Inverness
2005,Tiffin
2006,Palos Verdes Peninsula
2007,Winter Haven
2008,Attleboro
2009,Reynoldsburg
2010,Oberlin
2011,Eldred
2012,Kitts Hill
2013,Vanceboro
2014,Hastings
2015,Belen
2016,Aledo
2017,Gardner
2018,Childress
2019,Winnebago
2020,Burbank
2021,Smithville
2022,Corsicana
2023,Etna Green
2024,Winnfield
2025,Carmel
2026,West Babylon
2027,Cresson
2028,Davison
2029,Carson City
2030,Zeeland
2031,Whitehall
2032,San Diego
2033,Monticello
2034,Madison
2035,Whitney
2036,Danvers
2037,Urbandale
2038,Sonora
2039,Lafayette
2040,White Cloud
2041,Macomb
2042,Johnson Creek
2043,Douglas
2044,Casper
2045,East Peoria
2046,La Ca√±ada Flintridge
2047,Willard
2048,Homosassa
2049,Satellite Beach
2050,Chalfont
2051,Hesperia
2052,Longwood
2053,Saugus
2054,Bulls Gap
2055,North Bend
2056,Bryan
2057,Plant City
2058,East Northport
2059,Erie
2060,Selden
2061,Hines
2062,Ruskin
2063,Blackfoot
2064,Rolling Meadows
2065,Castroville
2066,Buena Park
2067,Lawndale
2068,Bayard
2069,Greencastle
2070,San Bruno
2071,Bonney Lake
2072,Des Moines
2073,Okoboji
2074,District Heights
2075,Itasca
2076,Laurel
2077,Lilburn
2078,Floyds Knobs
2079,South Yarmouth
2080,Summerville
2081,North Aurora
2082,Point Pleasant Beach
2083,Houma
2084,Seminole
2085,Jasper
2086,Faribault
2087,Bridgman
2088,Endicott
2089,Lake Havasu City
2090,Keller
2091,Rifle
2092,Conover
2093,Auburn University
2094,Elkton
2095,Vestal
2096,Blue Earth
2097,West Islip
2098,Wasilla
2099,Dillon
2100,Roland
2101,Hamden
2102,Osseo
2103,Reform
2104,Appleton
2105,Lapel
2106,McKinney
2107,Butte
2108,Redwood Falls
2109,Savage
2110,Ellensburg
2111,Seekonk
2112,Avondale
2113,Whitewater
2114,Revere
2115,Enid
2116,Oceanside
2117,Kaneohe
2118,Kennesaw
2119,Fort Scott
2120,Lykens
2121,Makawao
2122,Canyon
2123,Wellington
2124,Oak Lawn
2125,Morehead
2126,Orange Beach
2127,Deerfield
2128,Lindon
2129,Allen
2130,West Hills
2131,Hollis
2132,Bridgeton
2133,Chesterton
2134,Valrico
2135,Creedmoor
2136,Bay City
2137,Tell City
2138,East Wenatchee
2139,San Angelo
2140,Alvin
2141,Brownsville
2142,Tracy
2143,Homerville
2144,Northridge
2145,Silver City
2146,Chillicothe
2147,Natchez
2148,Sawyer
2149,Adel
2150,Guntersville
2151,West Covina
2152,Murrieta
2153,Wilson
2154,Sherrills Ford
2155,Eupora
2156,Green Bay
2157,Comfort
2158,Red Bank
2159,Rockaway
2160,Andover
2161,Metairie
2162,Fairhope
2163,Alamogordo
2164,Le Roy
2165,Taylorsville
2166,Sutherlin
2167,Wyandotte
2168,Atmore
2169,Orchard Park
2170,Groveland
2171,Lavonia
2172,Youngstown
2173,Elkridge
2174,Pawtucket
2175,Lavallette
2176,Lock Haven
2177,Rustburg
2178,Covina
2179,Locust
2180,Plattsmouth
2181,Jones
2182,Portersville
2183,Prospect Heights
2184,Toccoa
2185,Vineland
2186,Acworth
2187,Clarks Summit
2188,Beaufort
2189,Celina
2190,Fort Knox
2191,Riverdale
2192,Millersburg
2193,Concord
2194,Brookhaven
2195,Prince Frederick
2196,Ponca City
2197,Niantic
2198,Lake Worth
2199,The Villages
2200,Piketon
2201,Rantoul
2202,Beachwood
2203,Erlanger
2204,Gadsden
2205,Terre Haute
2206,McAlester
2207,Fontana
2208,Twin Falls
2209,Raton
2210,Gate City
2211,Hitchcock
2212,Tenino
2213,Sellersburg
2214,North Platte
2215,Berkeley
2216,Buckhannon
2217,Exton
2218,Fogelsville
2219,Huntsville
2220,Salem
2221,Connellsville
2222,Irwin
2223,Sandusky
2224,Hollister
2225,New York
2226,South Pittsburg
2227,Florissant
2228,New Hyde Park
2229,Pacific
2230,Blanco
2231,Warrington
2232,Shingle Springs
2233,Murphy
2234,Fort Mitchell
2235,Chattanooga
2236,Ramseur
2237,Terrell
2238,Peru
2239,Rockdale
2240,Marco Island
2241,Rockwall
2242,Ft Mitchell
2243,Rocky River
2244,Siler City
2245,Humble
2246,Murphysboro
2247,Bellflower
2248,Sunnyside
2249,Ingleside
2250,Roseville
2251,Saginaw
2252,Conley
2253,Milroy
2254,Waipahu
2255,Coram
2256,Lufkin
2257,Collierville
2258,Gresham
2259,Bradley
2260,Ballwin
2261,Woodinville
2262,Central City
2263,Valencia
2264,Lamesa
2265,Redondo Beach
2266,Manteca
2267,Claymont
2268,Mankato
2269,Port Washington
2270,Sweet Home
2271,Macon
2272,Thackerville
2273,El Centro
2274,Hartsville
2275,Murray
2276,Pennsburg
2277,Mullica Hill
2278,Opp
2279,Snyder
2280,Rome
2281,Donaldsonville
2282,Lake Geneva
2283,Medina
2284,Pleasant View
2285,Shelton
2286,Cross Plains
2287,Tallulah
2288,Chincoteague Island
2289,Silsbee
2290,Bellmore
2291,Rossford
2292,Sequim
2293,Beatrice
2294,Harrodsburg
2295,Saugerties
2296,Albertville
2297,Dinuba
2298,Vidalia
2299,Hanover
2300,Easthampton
2301,South Haven
2302,Oregon
2303,Helena
2304,Castro Valley
2305,Stone Mountain
2306,Issaquah
2307,Olney
2308,Fishers
2309,Grand Ledge
2310,Kalkaska
2311,Church Hill
2312,Batesville
2313,South Bend
2314,Los Angeles
2315,Manassas
2316,Pittsfield
2317,Loudon
2318,Snow Shoe
2319,Pine Bluff
2320,Wichita Falls
2321,Tulare
2322,Brewster
2323,Batavia
2324,Wichita
2325,Lewiston
2326,Northampton
2327,Machesney Park
2328,Cookeville
2329,Jamaica Plain
2330,Daytona Beach
2331,Simi Valley
2332,Grambling
2333,Los Alamitos
2334,Gordonsville
2335,Kenedy
2336,Garwood
2337,Broomfield
2338,Cheboygan
2339,Long Lake
2340,Bella Vista
2341,Texarkana
2342,Edna
2343,Bound Brook
2344,Bowdon
2345,Gallipolis
2346,Alice
2347,Mountain View
2348,Plymouth
2349,Polk City
2350,Woodruff
2351,Peekskill
2352,South Pasadena
2353,Canastota
2354,Richardson
2355,Sioux City
2356,Kuna
2357,Baxter
2358,Comstock Park
2359,Monmouth
2360,Holly
2361,Chatham
2362,Hartford
2363,South Beloit
2364,Tomah
2365,Irvine
2366,Breese
2367,Colchester
2368,Binghamton
2369,Martins Ferry
2370,Brodhead
2371,Ellwood City
2372,Alma
2373,House Springs
2374,Chantilly
2375,McMinnville
2376,Belmont
2377,Lake Orion
2378,Rapid City
2379,Parkersburg
2380,Jensen Beach
2381,Needles
2382,Shepherdsville
2383,Fyffe
2384,Mountlake Terrace
2385,Fair Oaks
2386,League City
2387,Red Bud
2388,Bartlesville
2389,Ankeny
2390,Pinellas Park
2391,Ruston
2392,Chadron
2393,Addison
2394,Oxon Hill
2395,Mullins
2396,Delano
2397,Latta
2398,Eddyville
2399,New Bedford
2400,Montclair
2401,Piqua
2402,Granada Hills
2403,Waverly
2404,Scottsville
2405,Burwell
2406,Glendale
2407,Evanston
2408,Hiram
2409,Walkersville
2410,Melvindale
2411,Cranberry
2412,Bladensburg
2413,Madisonville
2414,Wickes
2415,Valley Park
2416,Sugarcreek
2417,Worthington
2418,South Jordan
2419,Gainesboro
2420,Glassboro
2421,Webberville
2422,Benton
2423,Locust Grove
2424,Pella
2425,Forest Hills
2426,Cassopolis
2427,Bellingham
2428,Willmar
2429,Cottondale
2430,Magnolia
2431,Whittier
2432,Spirit Lake
2433,Sevierville
2434,Hacienda Heights
2435,Elk Grove Village
2436,Fort Mill
2437,Gunnison
2438,Little Elm
2439,North Billerica
2440,Pounding Mill
2441,Miami Gardens
2442,Callahan
2443,Daisetta
2444,Paradise
2445,Havre
2446,Arkansas City
2447,Hillsdale
2448,Bozeman
2449,Eureka
2450,Abingdon
2451,Summerdale
2452,Grapevine
2453,Richmond
2454,Gilbert
2455,Williamsport
2456,Plainfield
2457,Central Islip
2458,Bay
2459,Green Valley
2460,West Haverstraw
2461,Livonia
2462,Breaux Bridge
2463,Eastland
2464,Pascagoula
2465,Leesburg
2466,Columbia
2467,Hazard
2468,Budd Lake
2469,Hutchins
2470,East Meadow
2471,Griffin
2472,Lake Wales
2473,Derby
2474,Webster
2475,Huntingburg
2476,Port Clinton
2477,Grinnell
2478,Ford City
2479,Walden
2480,Cary
2481,Comanche
2482,Godfrey
2483,Kailua Kona
2484,Copperas Cove
2485,Falls Church
2486,Rock Spring
2487,Crystal Lake
2488,Grand Canyon
2489,Water Valley
2490,Walnutport
2491,Cedar City
2492,Middlesboro
2493,Bridgeview
2494,Lodi
2495,Enfield
2496,Lake Saint Louis
2497,Haverford
2498,Suisun City
2499,Pocatello
2500,Pratt
2501,Saint Peter
2502,Rockville Centre
2503,Hialeah
2504,Jarrell
2505,Tyrone
2506,Refugio
2507,North Weymouth
2508,Toms River
2509,Ironton
2510,Willis
2511,Hayes
2512,Massena
2513,North Wilkesboro
2514,Disputanta
2515,Scotland Neck
2516,Clermont
2517,Coalgate
2518,Grand Island
2519,Garden Grove
2520,Alton
2521,Cheney
2522,Quinlan
2523,Southlake
2524,Traverse City
2525,Santa Cruz
2526,Gautier
2527,Powder Springs
2528,Hiawassee
2529,Lindenhurst
2530,Barberton
2531,Knoxville
2532,Ocilla
2533,Byesville
2534,Goldendale
2535,Auburn
2536,Morristown
2537,Reisterstown
2538,East Brunswick
2539,De Smet
2540,Two Rivers
2541,Soldotna
2542,Menlo Park
2543,Providence
2544,North Haven
2545,Baraboo
2546,Deer Lodge
2547,Cadillac
2548,Springville
2549,Grover Beach
2550,Darien
2551,Gettysburg
2552,Scottsdale
2553,Elsa
2554,Haines City
2555,Seaford
2556,Johnsonville
2557,Upper Darby
2558,Fredericktown
2559,Goldsboro
2560,Whitesboro
2561,Mifflintown
2562,Romney
2563,Stafford
2564,Brinkley
2565,Abilene
2566,Oswego
2567,Nashotah
2568,Ada
2569,Laconia
2570,Mundelein
2571,Silverton
2572,Selbyville
2573,Souderton
2574,Uvalde
2575,Minneapolis
2576,Corbin
2577,Frankfort
2578,Provo
2579,Muskogee
2580,Daly City
2581,Latonia
2582,Goshen
2583,Marietta
2584,Woodbridge
2585,Bandon
2586,Cheyenne
2587,Jean
2588,Birch Run
2589,Bearden
2590,Two Harbors
2591,Bryant
2592,Fallbrook
2593,Port Jervis
2594,Myersville
2595,Ruther Glen
2596,Oneonta
2597,Hurst
2598,Queen Creek
2599,Suwanee
2600,Prestonsburg
2601,Maumee
2602,Clare
2603,Granite Falls
2604,Spicer
2605,Navasota
2606,Duarte
2607,Minot Afb
2608,Kermit
2609,Port Hueneme
2610,Uniondale
2611,Yorktown
2612,Rahway
2613,Port Allen
2614,Groveport
2615,Cresco
2616,Smithfield
2617,Ozone Park
2618,Spearfish
2619,Sturgis
2620,Bel Air
2621,Palos Heights
2622,Lansing
2623,Chelsea
2624,Saint Peters
2625,Mulberry
2626,Apopka
2627,Ville Platte
2628,Calhoun City
2629,Minocqua
2630,Florence
2631,Luling
2632,Montezuma
2633,Atwater
2634,Candler
2635,Loris
2636,Windsor Mill
2637,Denver
2638,Boulder City
2639,Mountain City
2640,Viola
2641,West Bend
2642,Drumright
2643,White Plains
2644,Centre
2645,Preston
2646,Renton
2647,Kingstree
2648,Russell
2649,Forsyth
2650,Grand Haven
2651,Orangevale
2652,West Berlin
2653,Brownsboro
2654,Crawfordville
2655,Laramie
2656,Gibson City
2657,Berea
2658,Bryson City
2659,Waynesboro
2660,Fort Smith
2661,Newcomerstown
2662,Mount Jackson
2663,Rhinelander
2664,Shallotte
2665,Brecksville
2666,Woodville
2667,Dumfries
2668,Shenandoah
2669,Baytown
2670,Muskegon
2671,Thomasville
2672,Winnsboro
2673,Phoenixville
2674,Bartlett
2675,Smyrna
2676,New Bremen
2677,Pickerington
2678,Madera
2679,Browning
2680,Haddon Heights
2681,Butler
2682,Ashland City
2683,Waldo
2684,Little River
2685,Lampasas
2686,Spooner
2687,Fountain Inn
2688,New Paltz
2689,Exeter
2690,Indiana
2691,Las Cruces
2692,Rowland Heights
2693,Machias
2694,Waco
2695,Streamwood
2696,Paducah
2697,Gloucester
2698,Wagoner
2699,Weston
2700,Warrior
2701,Lake Zurich
2702,Bridgeville
2703,Olive Hill
2704,Hilo
2705,Saint Joseph
2706,DeSoto
2707,High Point
2708,Haskell
2709,Opelika
2710,Dimondale
2711,Adamsville
2712,North Pole
2713,Ocean Springs
2714,La Porte
2715,Dallas
2716,Hockessin
2717,Robbinsville
2718,Pikeville
2719,North Babylon
2720,Myerstown
2721,Neosho
2722,Hudson
2723,Muskego
2724,Richboro
2725,Dora
2726,West Newton
2727,Allen Park
2728,Holly Pond
2729,Johns Island
2730,Gaffney
2731,Worcester
2732,Reston
2733,Lenox
2734,Copperopolis
2735,Monteagle
2736,Kailua
2737,Loma Linda
2738,Merced
2739,Little Falls
2740,Watervliet
2741,Española
2742,Pendleton
2743,Rich Creek
2744,Moneta
2745,West Warwick
2746,Buffalo
2747,Newberry
2748,Peachtree City
2749,Fairfield
2750,Council Bluffs
2751,El Cajon
2752,Huntington
2753,Pea Ridge
2754,Palo Alto
2755,Galt
2756,Carlsbad
2757,Kanab
2758,Bear
2759,Vermillion
2760,Mount Shasta
2761,Sylva
2762,Cedartown
2763,Purcellville
2764,Pearsall
2765,Malden
2766,Kalamazoo
2767,East Palestine
2768,Cedarburg
2769,Neptune Beach
2770,Jericho
2771,Newport Beach
2772,Elizabethton
2773,Oviedo
2774,Strafford
2775,Forestville
2776,Pauls Valley
2777,Missoula
2778,Greenacres
2779,Dacula
2780,Radford
2781,Jefferson City
2782,Rensselaer
2783,Pleasant Hill
2784,Nevada City
2785,Huntersville
2786,Nogales
2787,Marianna
2788,Whiteville
2789,Wood River
2790,Notre Dame
2791,Easley
2792,College Place
2793,Philomath
2794,Nitro
2795,Clearlake
2796,Castle Rock
2797,Crossett
2798,Bishop
2799,Powhatan
2800,National City
2801,Dunn
2802,Courtland
2803,Chestertown
2804,Junction City
2805,Vallejo
2806,Prosser
2807,Canal Winchester
2808,Muncie
2809,Wisconsin Dells
2810,Hanover Park
2811,North Chicago
2812,Nelsonville
2813,Kingwood
2814,Sandersville
2815,Brea
2816,Cadiz
2817,Martin
2818,Charlotte Hall
2819,Libertyville
2820,Aberdeen
2821,Clear Lake
2822,Lorain
2823,Yankton
2824,Curran
2825,Owings Mills
2826,Commerce
2827,Middlebury
2828,Hanceville
2829,Okemos
2830,Dothan
2831,Leechburg
2832,Redfield
2833,Silverthorne
2834,Grass Lake
2835,Grants Pass
2836,Tipp City
2837,Fredericksburg
2838,Deltona
2839,Indian Trail
2840,Cocoa Beach
2841,Early
2842,Troy
2843,Shingletown
2844,Lithia Springs
2845,Paintsville
2846,Palos Hills
2847,Allston
2848,El Sobrante
2849,Pacific Grove
2850,Santa Ana
2851,Tinley Park
2852,Lindstrom
2853,Lima
2854,Oakland
2855,Seward
2856,Elmhurst
2857,Coatesville
2858,New Iberia
2859,Leitchfield
2860,Biloxi
2861,Bonifay
2862,White City
2863,Lake Charles
2864,Estes Park
2865,Fort Myers
2866,Broken Arrow
2867,Branson
2868,Warner Robins
2869,Wauconda
2870,Battleboro
2871,Carson
2872,Brookings
2873,Lena
2874,Eden
2875,Hemingway
2876,Schuylkill Haven
2877,La Pine
2878,Marengo
2879,Miami
2880,Annapolis
2881,Dyersburg
2882,Norfolk
2883,Ooltewah
2884,Mountain Grove
2885,Pell City
2886,Falkville
2887,Follansbee
2888,Coralville
2889,San Gabriel
2890,Washington Court House
2891,Lake Village
2892,Rego Park
2893,Blountville
2894,Fort Worth
2895,North Jackson
2896,Fulton
2897,Blytheville
2898,Bullhead City
2899,Munroe Falls
2900,Columbiana
2901,Kendallville
2902,Heyburn
2903,Cullman
2904,Lynnwood
2905,Blacklick
2906,Effingham
2907,Menifee
2908,Southgate
2909,Newport
2910,Searcy
2911,Farmington
2912,Pinole
2913,Elkview
2914,Payette
2915,Cincinnati
2916,Edisto Island
2917,Logansport
2918,Lutz
2919,DeLand
2920,Grover
2921,Panorama City
2922,Riverhead
2923,New Philadelphia
2924,Woodward
2925,Wisconsin Rapids
2926,Mesa
2927,WahiawƒÅ
2928,Oxnard
2929,La Mirada
2930,Harrisonburg
2931,Lewisville
2932,Charlevoix
2933,Quitman
2934,Woodridge
2935,Burke
2936,Almont
2937,Marshfield
2938,Topeka
2939,Koloa
2940,Nags Head
2941,Roselle
2942,Foley
2943,Watertown
2944,Kenner
2945,Hayward
2946,Wrens
2947,Chadbourn
2948,Ashdown
2949,Orem
2950,Camby
2951,Saint Robert
2952,Franklin
2953,Madras
2954,Pembroke
2955,Waller
2956,Waikoloa
2957,Dubuque
2958,Saint Cloud
2959,Colorado Springs
2960,Bonita
2961,Tallmadge
2962,Cloquet
2963,Enterprise
2964,French Lick
2965,Perry
2966,Whitestown
2967,Palm Desert
2968,Romulus
2969,Circle Pines
2970,Gladstone
2971,South Bay
2972,Elberton
2973,El Monte
2974,Hugo
2975,New Britain
2976,Euclid
2977,Hyannis
2978,Loganville
2979,King George
2980,Duncanville
2981,Blacksburg
2982,Saint Charles
2983,Kingsville
2984,Greenvale
2985,Livermore
2986,Limon
2987,Norway
2988,Long Prairie
2989,Socorro
2990,Paoli
2991,East Alton
2992,Irmo
2993,South Hill
2994,Lehi
2995,Gustine
2996,Kalispell
2997,Walhalla
2998,Algonquin
2999,Norton
3000,Williamston
3001,Mercer
3002,Coopersburg
3003,Chehalis
3004,Wendell
3005,Red Wing
3006,San Mateo
3007,Price
3008,Randleman
3009,Fort Washington
3010,North Ridgeville
3011,Garner
3012,Wellsburg
3013,Crestwood
3014,Tulsa
3015,Van
3016,Whiteland
3017,Detroit Lakes
3018,Bristol
3019,Huron
3020,Upton
3021,Farmingdale
3022,North Manchester
3023,Kennett Square
3024,North Richland Hills
3025,Yorkville
3026,Booneville
3027,Boerne
3028,Taylor
3029,Minden
3030,Spring Lake
3031,Santa Clara
3032,Kill Devil Hills
3033,Homewood
3034,Wood Dale
3035,Calumet City
3036,Charleston
3037,Maywood
3038,Kinston
3039,Walnut Creek
3040,Sylmar
3041,Lake Bluff
3042,North Hollywood
3043,Casselberry
3044,Edmond
3045,Bothell
3046,Wentzville
3047,Hawley
3048,Beaver Falls
3049,Bonaire
3050,Frisco
3051,Bogart
3052,Hurricane
3053,Mount Olive
3054,Knob Noster
3055,Christopher
3056,Ceres
3057,Elwood
3058,Noble
3059,Devon
3060,Catonsville
3061,Janesville
3062,Beckley
3063,Yuba City
3064,Altadena
3065,Great Falls
3066,Hewlett
3067,Rusk
3068,Long Beach
3069,Lincolnwood
3070,Enumclaw
3071,Pflugerville
3072,Carthage
3073,Raleigh
3074,Camp Lejeune
3075,Sulphur Springs
3076,Norman
3077,Baker City
3078,West Henrietta
3079,Oak Brook
3080,Wytheville
3081,Camp Hill
3082,Petaluma
3083,Palm Beach Gardens
3084,Berkeley Springs
3085,Columbia Falls
3086,River Falls
3087,Laurinburg
3088,Atlantic Beach
3089,Belle Fourche
3090,Providence Forge
3091,Rockton
3092,West Des Moines
3093,Bushnell
3094,Colonial Heights
3095,Bartow
3096,Louisburg
3097,Monaca
3098,Montgomeryville
3099,Wakefield
3100,Breezewood
3101,Hillsboro
3102,Norwell
3103,Marshalltown
3104,Cassville
3105,Mentor
3106,Brandywine
3107,Daniels
3108,Middle River
3109,Boone
3110,Reseda
3111,Hasbrouck Heights
3112,Tuscumbia
3113,Hemet
3114,Payson
3115,Fairbury
3116,Heber City
3117,La Feria
3118,Northport
3119,Carnegie
3120,Golden
3121,Hawaiian Gardens
3122,Troutman
3123,Ontario
3124,Boiling Springs
3125,Warrenton
3126,Grand Forks
3127,Waldorf
3128,Escondido
3129,Kingsport
3130,Jbsa Lackland
3131,Oklahoma City
3132,Pfafftown
3133,Ponderay
3134,Kinder
3135,Piney Flats
3136,Sparta
3137,Oneida
3138,Summersville
3139,Travelers Rest
3140,Myrtle Beach
3141,Meadville
3142,Coolidge
3143,Forest City
3144,Chetek
3145,North Bergen
3146,Clemson
3147,Bridge City
3148,Elizabethville
3149,Woodbury
3150,Walker
3151,Espa√±ola
3152,Lake Park
3153,Austin
3154,Ennis
3155,Menominee
3156,Kent City
3157,Lanham
3158,Astoria
3159,Destrehan
3160,Hicksville
3161,New Baden
3162,Mosheim
3163,Van Nuys
3164,Oak Harbor
3165,Weaverville
3166,Munster
3167,Independence
3168,Ferris
3169,Holyoke
3170,La Habra
3171,Rockingham
3172,Seligman
3173,Tallahassee
3174,Woodland Hills
3175,Garland
3176,Airway Heights
3177,Wausau
3178,Southfield
3179,Angier
3180,Mercedes
3181,San Antonio
3182,Uxbridge
3183,King City
3184,Eunice
3185,San Simon
3186,Hazel Green
3187,Sachse
3188,Farmville
3189,Laurens
3190,Flourtown
3191,Kernersville
3192,Baxley
3193,South Saint Paul
3194,Sweetwater
3195,Cumming
3196,Emmett
3197,Bonham
3198,Bellefontaine
3199,Saint Louis
3200,Havelock
3201,Berlin
3202,Chanute
3203,Glen Ellyn
3204,Byrdstown
3205,Imperial Beach
3206,Hobe Sound
3207,Ocala
3208,Garden City
3209,Lomita
3210,Aliceville
3211,Hannibal
3212,Fresh Meadows
3213,Dearborn
3214,Warsaw
3215,Marysville
3216,Fort Lauderdale
3217,Otis
3218,Gallatin
3219,Evans
3220,West Sacramento
3221,Veneta
3222,Hilton Head Island
3223,Port Orange
3224,Waycross
3225,Walpole
3226,Montgomery
3227,Fowler
3228,Woodland Park
3229,Clio
3230,South Padre Island
3231,Fresno
3232,McKeesport
3233,Neodesha
3234,Headland
3235,Goodland
3236,Millen
3237,Tompkinsville
3238,Somerville
3239,Mart
3240,Amsterdam
3241,Lamoni
3242,Pollok
3243,Brady
3244,Ripley
3245,Wheelersburg
3246,Pevely
3247,Brentwood
3248,Doniphan
3249,Dade City
